69.997,125.788,80.209,79.032,80.615,78.191,120.709,122.922,321.194,63.374,163.949,61.373,251.076,121.237
72.794,121.117,75.16,76.676,80.393,82.659,125.436,124.221,325.924,59.588,167.652,56.378,254.82,108.777
72.977,125.505,84.053,77.544,82.894,76.088,123.417,121.868,317.348,56.263,156.192,65.552,264.951,112.945
75.904,123.479,71.838,71.243,84.094,74.663,126.496,127.668,327.827,59.339,174.114,56.137,254.778,109.568
79.126,125.68,83.585,77.894,77.855,78.333,123.357,120.059,323.985,61.057,164.722,59.844,255.911,107.9
65.479,117.218,69.52,74.225,71.206,77.003,119.635,114.099,303.582,50.528,163.138,50.561,236.414,101.55
67.972,114.743,79.788,64.059,75.775,68.26,121.967,120.242,311.417,50.835,154.926,55.02,243.57,105.084
73.032,123.991,69.99,77.116,77.325,71.483,127.886,123.336,316.357,51.48,161.778,61.585,265.205,109.089
77.537,134.967,79.134,72.142,87.454,79.997,118.45,122.27,316.55,53.949,166.756,60.798,265.755,107.964
73.006,114.976,84.901,73.026,84.37,74.16,125.811,122.214,335.86,55.106,164.453,56.888,255.479,117.055
74.735,126.984,80.052,76.467,79.779,81.508,118.663,126.194,329.237,55.997,170.671,63.516,260.092,117.486
76.858,126.991,73.51,81.491,77.9,73.806,118.591,127.535,327.018,54.017,167.716,59.41,258.557,111.515
75.393,116.382,72.285,72.773,66.668,71.867,111.486,111.421,297.914,52.043,149.764,54.243,234.741,110.447
61.094,114.978,73.524,69.765,74.241,74.268,113.645,120.072,303.484,54.823,156.324,56.535,246.488,96.275
77.819,124.847,81.572,79.429,75.582,78.727,119.037,123.677,335.456,56.642,172.933,60.649,257.986,108.017
72.423,125.838,79.043,76.118,79.766,73.691,122.311,135.224,333.541,51.768,164.01,50.615,252.372,111.166
75.061,123.586,81.608,77.294,81.452,79.014,128.33,126.902,318.569,58.106,167.679,63.309,252.265,109.558
75.955,132.027,78.931,77.021,78.697,74.716,133.343,123.251,321.759,52.597,161.12,62.031,250.159,110.937
68.901,129.103,79.137,77.781,79.211,80.126,124.066,118.068,324.687,55.662,172.477,50.939,259.961,109.789
70.13,114.042,75.834,73.474,76.374,70.551,107.852,117.038,306.807,48.784,154.173,52.749,236.651,96.613
67.098,118.551,79.93,67.712,77.413,69.21,121.79,111.874,298.757,42.502,172.98,49.981,243.142,106.723
73.772,113.989,79.421,79.042,84.158,78.115,126.079,124.375,313.602,53.079,175.454,60.258,251.737,113.4
76.29,115.546,81.857,83.028,80.648,72.934,133.523,116.868,335.793,52.038,163.554,62.95,264.075,104.024
72.276,119.109,77.573,74.72,81.751,81.693,128.051,117.767,325.746,56.461,182.898,60.104,254.848,104.611
84.362,120.609,75.012,70.138,77.516,78.943,122.598,122.683,322.659,54.444,170.239,60.946,259.659,115.425
74.774,125.777,82.13,80.381,82.697,78.877,121.469,124.267,322.272,56.408,171.979,51.037,260.042,112.81
70.075,113.202,72.028,65.903,84.481,70.706,104.437,119.924,312.136,50.267,156.196,53.21,238.012,101.512
67.559,114.492,79.901,66.041,69.814,69.663,120.11,117.741,307.058,53.645,146.589,55.923,226.733,98.254
67.682,126.941,84.351,83.937,80.344,84.956,113.913,130.205,323.336,59.86,169.71,55.866,245.374,117.19
73.976,131.579,81.048,80.699,75.884,81.236,117.64,121.143,331.292,59.813,170.494,61.465,258.413,103.286
80.106,126.416,76.6,83.221,76.947,73.444,120.736,125.062,323.429,56.093,167.406,54.266,260.086,104.961
71.453,114.648,77.613,74.876,75.616,76.445,120.707,115.812,313.182,53.015,162.369,48.289,240.57,102.731
74.398,115.038,69.002,75.023,72.693,76.917,122.374,120.698,312.93,54.821,168.22,53.223,245.595,111.194
72.754,115.51,73.538,69.753,76.781,72.222,122.438,119.724,303.303,54.161,158.858,55.958,243.435,109.492
66.693,112.964,73.141,72.447,73.884,65.492,114.055,119.247,313.071,50.069,156.743,57.027,247.839,95.588
76.815,122.793,85.145,72.581,83.328,82.429,128.707,120.408,337.231,54.296,169.412,56.983,264.859,106.6
74.459,130.763,80.232,76.956,73.999,73.012,123.458,120.825,319.783,57.619,168.342,56.906,268.097,111.155
81.642,130.388,78.544,80.459,79.362,76.732,117.124,129.874,333.501,55.389,164.84,57.829,256.602,105.592
75.97,121.439,77.496,75.913,85.493,71.127,124.96,122.626,328.117,55.845,167.369,58.323,260.938,119.01
71.255,131.769,81.374,73.691,78.673,74.146,119.971,129.899,338.195,58.295,172.19,57.932,265.21,110.028
69.935,117.015,79.036,72.693,78.715,68.355,114.295,110.825,308.553,51.839,154.79,54.873,232.499,103.588
65.737,115.931,74.555,68.098,72.01,73.752,119.672,120.578,304.11,52.648,162.7,53.569,233.832,104.725
71.294,131.542,76.044,77.456,83.608,74.261,123.639,120.322,326.453,54.397,169.262,59.021,260.138,106.307
69.224,130.679,83.247,79.545,83.305,73.866,118.878,121.302,328.687,56.498,165.49,56.555,255.498,110.099
75.124,124.414,76.168,79.581,75.442,76.938,117.527,125.969,323.089,59.485,175.444,58.882,258.904,112.489
73.668,118.328,79.937,84.205,80.141,76.369,128.078,123.783,325.244,59.727,168.183,55.969,243.662,113.856
73.078,122.948,78.259,81.415,76.618,74.483,117.858,118.821,334.215,55.649,179.281,64.327,254.682,110.684
67.767,109.516,79.076,69.051,74.061,76.487,115.125,115.252,298.259,51.036,160.49,55.916,244.041,102.164
68.911,120.198,71.914,74.048,82.616,76.457,112.389,116.822,306.553,48.327,147.817,55.151,237.213,106.974
74.984,127.865,83.662,77.689,75.147,79.623,125.1,118.49,333.653,62.647,165.274,52.966,260.511,113.414
69.032,124.448,78.407,78.358,76.757,80.743,117.336,133.561,334.55,58.91,169.413,55.344,264.524,107.337
74.275,111.598,86.685,77.379,80.503,81.418,127.257,123.265,336.097,60.2,170.502,56.501,255.869,101.86
69.243,122.145,81.987,83.371,74.178,78.224,128.648,129.037,317.937,59.613,170.562,52.624,255.915,110.647
79.73,121.756,72.062,72.586,81.905,73.844,126.877,114.997,321.516,54.917,165.865,59.511,251.156,109.048
74.639,124.16,79.098,72.829,72.226,72.539,112.057,118.99,298.749,55.858,151.22,53.068,230.405,103.916
57.125,89.054,61.773,58.958,64.891,59.881,97.112,89.132,246.616,39.659,125.872,44.903,187.276,76.606
55.952,89.196,54.949,54.487,59.337,58.673,90.384,95.303,227.124,43.848,130.915,42.307,186.768,79.681
77.332,121.321,81.706,68.317,70.642,67.009,115.701,119.108,310.551,52.864,157.251,53.178,238.754,120.26
75.859,113.844,75.093,82.26,75.693,74.352,128.622,128.51,345.827,59.429,169.148,56.879,257.962,115.408
74.502,124.735,81.552,80.773,87.805,80.509,117.802,128.428,321.362,53.122,167.892,57.129,256.235,110.694
69.558,124.281,79.926,76.026,83.385,77.173,128.218,122.97,341.096,56.8,169.121,57.099,245.293,107.409
66.441,107.368,72.889,70.854,71.867,70.649,116.583,108.83,311.45,57.793,152.775,55.522,243.979,100.935
72.447,123.393,77.305,64.796,74.818,77.05,115.6,113.631,296.333,50.5,154.402,54.212,239.688,99.032
72.616,120.811,79.231,75.911,80.47,78.566,118.265,125.481,324.061,55.507,165.461,61.994,264.114,105.599
76.051,127.953,83.835,74.345,85.371,76.125,125.98,117.054,316.921,55.35,166.464,57.677,248.155,106.285
77.775,124.965,77.888,72.91,87.375,83.172,128.063,118.407,321.636,53.89,162.768,60.817,252.767,111.181
75.194,125.24,80.24,74.886,79.814,74.325,131.857,128.954,320.815,55.251,169.122,57.581,261.324,110.291
80.556,114.143,79.234,76.06,82.452,78.596,136.792,133.118,327.886,50.348,168.259,59.245,255.02,107.051
63.902,110.612,80.55,68.014,70.128,67.443,114.113,120.924,317.962,52.507,157.454,53.493,227.738,106.743
72.632,112.244,72.68,74.246,71.523,74.178,115.745,119.248,291.273,49.808,161.79,49.105,247.17,106.541
76.037,126.239,78.522,76.325,78.533,75.528,123.652,120.824,319.582,56.18,161.357,55.116,269.763,105.172
74.084,127.287,73.722,73.783,80.607,72.742,118.092,115.035,327.142,59.439,168.473,60.642,256.843,112.267
76.791,121.384,81.797,76.333,76.745,74.077,124.114,130.985,336.718,57.566,166.87,56.917,259.41,109.561
68.809,126.346,82.714,79.809,78.267,75.09,116.853,123.553,339.836,57.266,168.914,54.797,265.85,112.836
79.541,126.898,74.74,78.157,85.656,73.534,116.535,120.853,334.726,60.838,161.852,57.843,254.193,113.534
72.1,122.204,72.595,68.738,77.292,75.8,126.57,107.363,302.483,52.278,157.547,56.289,236.276,98.375
66.219,119.028,72.982,74.068,75.808,68.369,120.491,118.512,301.499,56.554,150.759,53.077,230.304,104.513
76.509,127.581,76.691,80.223,78.758,74.287,116.264,119.082,333.168,63.679,168.588,61.439,262.054,113.038
78.735,125.059,84.812,69.151,78.369,82.42,127.311,116.267,342.313,59.567,167.002,60.976,262.534,102.218
74.914,121.427,77.44,76.011,77.709,75.489,118.912,124.296,327.416,58.45,171.495,64.231,253.894,107.753
72.086,123.374,83.991,75.831,80.286,70.245,112.788,129.122,334.258,58.687,171.898,57.462,252.302,102.936
79.258,125.138,78.788,74.813,83.264,83.709,118.602,127.022,325.632,51.313,174.172,55.476,249.042,111.068
73.935,115.821,74.46,71.799,78.455,72.756,117.137,111.069,297.08,53.927,160.597,51.344,234.711,103.345
71.653,115.246,66.876,73.961,75.658,68.775,115.948,114.878,313.452,53.352,162.01,49.926,235.996,101.95
77.264,119.689,84.686,78.374,78.367,81.909,133.839,122.626,317.042,55.389,173.812,56.293,251.214,114.283
76.948,119.103,75.814,78.784,81.535,73.224,115.603,124.702,324.97,61.557,171.35,58.77,252.381,107.487
73.884,120.625,80.124,73.114,81.171,81.711,123.749,131.347,313.869,53.518,172.355,59.049,255.861,108.999
75.403,120.434,79.162,70.992,82.043,76.999,124.181,122.583,335.624,54.717,181.407,61.675,248.5,112.693
69.856,123.779,77.618,78.808,83.92,76.362,118.836,121.771,313.459,57.969,172.918,61.046,254.67,112.891
66.748,117.983,76.587,75.122,77.547,64.992,109.526,118.522,310.612,51.749,156.052,54.405,241.568,103.842
68.254,116.171,68.026,75.01,79.884,67.217,126.546,112.03,306.115,51.803,160.237,54.917,231.231,101.288
79.643,119.172,80.645,75.167,82.274,72.973,117.392,113.23,335.679,57.715,176.89,60.069,270.949,107.138
74.043,117.211,78.599,83.33,78.251,73.937,128.091,120.628,328.35,58.641,168.94,64.477,246.281,109.33
78.777,122.015,81.435,79.31,79.534,76.214,122.617,125.974,324.896,57.006,168.142,60.08,248.063,112.946
73.974,129.745,78.037,78.499,74.635,74.08,123.281,124.021,326.512,56.478,170.755,62.375,257.345,106.712
71.498,119.713,79.014,77.029,77.79,76.396,121.216,114.239,332.046,49.467,165.738,60.719,265.229,109.57
69.201,122.287,76.204,71.825,74.363,71.477,120.069,109.714,298.902,51.728,156.522,53.493,248.275,97.243
75.137,108.839,79.869,67.759,83.174,72.61,113.588,117.019,294.672,55.011,151.837,50.697,237.456,105.649
80.206,120.669,75.247,75.211,76.187,77.748,131.349,114.014,336.589,58.524,173.999,61.363,245.621,105.634
73.963,128.79,81.51,80.995,82.119,79.463,131.908,124.008,327.899,47.035,171.532,60.932,254.468,106.716
79.234,121.575,77.544,75.732,86.442,71.856,122.507,120.849,339.869,57.478,166.424,54.947,245.142,111.568
78.738,125.562,78.345,82.36,75.974,81.249,126.771,125.685,327.271,58.038,163.664,55.608,254.683,106.358
74.806,116.303,79.145,78.034,86.809,79.926,126.837,132.288,340.105,53.466,164.382,58.232,250.402,103.552
67.974,112.9,71.703,69.124,78.119,73.177,119.597,115.892,310.887,50.643,151.901,56.454,244.438,108.773
67.772,114.273,78.071,73.899,81.152,71.169,121.191,115.811,303.719,47.994,161.75,55.332,248.854,108.752
69.859,117.46,74.162,76.933,81.052,66.586,122.291,118.938,308.051,54.318,158.93,57.48,234.967,110.57
75.274,131.755,78.833,75.816,83.367,81.637,124.104,120.81,328.58,57.956,167.728,53.034,256.763,107.117
75.124,113.294,86.973,82.867,82.188,74.194,120.463,130.344,327.497,57.461,166.133,53.9,264.679,120.633
74.438,120.475,78.856,76.01,82.222,80.501,128.717,127.009,325.866,54.693,170.554,59.567,259.107,102.984
83.269,122.969,79.443,72.341,78.716,79.816,119.453,129.994,318.488,50.732,168.484,57.65,260.367,113.64
72.044,112.971,73.727,68.555,77.51,74.023,118.661,115.017,295.656,52.771,145.031,53.259,242.609,106.048
67.962,118.553,71.716,73.254,77.307,69.359,116.131,114.761,314.134,45.705,155.338,56.178,227.396,90.764
71.917,135.317,76.06,75.373,80.145,80.456,122.295,129.166,336.431,50.704,163.948,61.014,247.915,110.725
74.193,131.108,78.71,80.826,77.32,68.327,129.146,110.966,319.87,56.247,171.039,64.678,262.75,104.55
65.733,126.055,77.271,72.443,86.644,74.781,123.209,121.092,330.654,55.586,167.636,58.491,254.702,104.574
71.242,129.325,83.276,78.335,81.118,76.946,124.245,130.45,330.549,52.492,169.883,55.895,247.681,112.98
73.221,126.107,82.552,78.537,82.835,76.16,121.058,114.646,323.871,58.052,173.767,63.288,250.29,107.712
72.026,113.215,74.215,66.551,79.277,75.996,107.705,108.739,321.081,50.983,161.337,58.075,232.051,99.744
68.849,107.582,78.356,73.243,71.561,68.326,113.995,120.198,312.167,51.834,160.09,54.838,238.68,103.428
71.487,119.617,83.092,79.838,75.134,83.312,117.308,132.453,340.012,55.427,172.341,58.225,255.32,106.043
76.046,120.7,82.658,75.661,78.167,77.156,127.024,125.893,336.141,55.808,170.226,57.514,250.43,115.1
74.918,121.59,79.016,75.197,79.034,80.832,133.278,125.113,323.365,55.991,170.204,61.168,250.31,113.492
75.791,121.351,76.202,83.394,76.265,76.632,120.147,125.473,325.138,53.95,160.089,52.592,266.158,109.746
76.329,114.119,83.181,75.475,81.05,82.631,131.056,120.701,321.076,50.989,173.895,66.599,251.549,113.688
65.661,100.003,76.171,68.751,74.629,75.179,126.474,109.523,303.354,51.026,159.457,55.94,229.652,113.93
68.674,118.157,67.704,71.023,78.385,69.234,113.799,116.679,317.163,57.555,150.355,51.36,233.602,100.506
72.768,132.908,72.938,77.062,73.236,79.124,117.727,124.781,324.969,60.023,172.549,55.35,250.118,114.912
